"Mrs. Theresa Herring","LANG-3981"
"Jimmy Phillips","ARCH-5996"
"David Cole","ARCH-8221"
"David Cole","MATH-5879"
"David Cole","MATH-6667"
"Duane Turner","ECON-2203"
"Duane Turner","CSCI-2137"
"Robert Lawson","BIOL-8647"
"Haley Harris","CHEM-4904"
"Haley Harris","ARCH-4612"
"Haley Harris","ENGR-9476"
"Thomas Dawson","ENGR-9682"
"Thomas Dawson","BIOL-9328"
"Thomas Dawson","ITEC-5912"
"Stephanie Brown","ITEC-7960"
"Stephanie Brown","LANG-9205"
"Loretta Moran","CHEM-8182"
"Loretta Moran","ITEC-1982"
"Loretta Moran","CHEM-9367"
"Mary Nolan","ECON-2818"
"Mary Nolan","LANG-2464"
"Mary Nolan","MGMT-6741"
"Mike Larson","ECON-2010"
"Mike Larson","ITEC-6199"
"Mike Larson","CHEM-8845"
"Aimee Melendez","COGS-2555"
"Aimee Melendez","COGS-3077"
"Aimee Melendez","ITEC-5417"
"Theresa Gomez","PSYC-2116"
"Theresa Gomez","BIOL-4411"
"Theresa Gomez","ECSE-1491"
"Cheryl Pruitt","MGMT-6741"
"Jessica Hall","CSCI-8811"
"Jessica Hall","COGS-6893"
"Mr. David Jones Jr.","ARCH-1513"
"Mr. David Jones Jr.","ARCH-1513"
"Renee Orozco","CSCI-7746"
"Renee Orozco","COGS-5146"
"Sandra Mccoy","BIOL-9328"
"Sandra Mccoy","PSYC-6051"
"Sandra Mccoy","LANG-8563"
"Shannon Randall","CSCI-6607"
"Dillon Rivera","LANG-9426"
"Dillon Rivera","BIOL-6426"
"Dillon Rivera","MGMT-6033"
"Jennifer Lopez","MATH-7041"
"Dalton Davis","ITEC-6550"
"Dalton Davis","ITEC-9116"
"Beth Colon","ECSE-9186"
"Beth Colon","CHEM-8339"
"Kimberly Watson","CSCI-6766"
"Kimberly Watson","MATH-9779"
"Steven Solis","CSCI-1934"
"Steven Solis","CHEM-2959"
"Jason Benton","ITEC-3099"
"Jason Benton","ECON-2818"
"Jason Benton","PSYC-8737"
"Alicia Humphrey","LANG-9043"
"Brian Massey","LANG-1682"
"Erin Smith","CSCI-1704"
"Erin Smith","ITEC-5084"
"Erin Smith","STSO-8269"
"Christina Smith","CSCI-1629"
"Jeffrey Garcia","PSYC-5254"
"Jeffrey Garcia","STSO-3144"
"Jeffrey Garcia","ENGR-9178"
"Adam Lutz","ENGR-3191"
"Adam Lutz","ECON-6150"
"Larry Garza","COGS-9661"
"Megan Ayala","STSO-3337"
"Megan Ayala","MATH-6667"
"Megan Ayala","BIOL-9107"
"Chad Rodgers","CHEM-8182"
"Chad Rodgers","COGS-7911"
"Chad Rodgers","ITEC-2883"
"George Payne","PSYC-1505"
"George Payne","MGMT-9901"
"Lori Snow","ITEC-3263"
"Lori Snow","ITEC-6107"
"Mary Mcdaniel","LANG-8192"
"Mary Mcdaniel","ITEC-8505"
"Robert Green","ITEC-5417"
"Bruce Jones","ECON-2282"
"Bruce Jones","CHEM-9716"
"Bruce Jones","ENGR-7382"
"Connor Smith","CHEM-4263"
"Martha Clayton","CSCI-2400"
"Martha Clayton","CSCI-4126"
"Martha Clayton","PSYC-2277"
"Tracy Jones","LANG-5421"
"Elizabeth Baker","ECON-6169"
"Elizabeth Baker","CHEM-8845"
"Corey Wise","PSYC-2251"
"Corey Wise","MGMT-3535"
"Corey Wise","CSCI-1934"
"Joshua Jackson","LANG-9205"
"Joshua Jackson","ITEC-2724"
"Kenneth Lee","CHEM-8339"
"Kenneth Lee","ENGR-3618"
"Michelle Powell","MGMT-4800"
"Michelle Powell","ITEC-6379"
"Ann Wright","ECSE-8065"
"Jennifer Richards","MGMT-8224"
"Amanda Parks","STSO-7793"
"Amanda Parks","BIOL-4316"
"Sabrina Ross","STSO-9202"
"Zachary James","STSO-8269"
"Amber Alexander","LANG-9426"
"Linda Daugherty","PSYC-2251"
"Linda Daugherty","LANG-1682"
"Jack Graves","COGS-3625"
"Rhonda Copeland","MGMT-2368"
"Rhonda Copeland","ARCH-7369"
"Margaret Ward","COGS-3037"
"Margaret Ward","PSYC-2692"
"Margaret Ward","LANG-6380"
"Kelly Murphy","LANG-3989"
"Stacey Greer","COGS-9667"
"Stacey Greer","ECON-2282"
"Stacey Greer","BIOL-6758"
"Adam Aguirre","CSCI-8306"
"Adam Aguirre","CHEM-4904"
"Adam Aguirre","ECON-4291"
"Joan Williams","BIOL-7645"
"Joan Williams","ARCH-8157"
"Joan Williams","BIOL-4667"
"Taylor Brooks","CSCI-5630"
"Taylor Brooks","LANG-3886"
"Barbara Patterson","BIOL-6593"
"Barbara Patterson","ENGR-3191"
"Barbara Patterson","LANG-2358"
"Grace Reyes","ECSE-6530"
"Grace Reyes","ENGR-9278"
"Grace Reyes","ECSE-8311"
"Mary Fowler","PSYC-2116"
"Mary Fowler","ITEC-5042"
"Mary Fowler","LANG-1278"
"Virginia Anderson","MGMT-9704"
"Virginia Anderson","ECON-1214"
"Virginia Anderson","ITEC-8451"
"Erik Powell","ITEC-8505"
"Laura Gonzalez","STSO-8396"
"Laura Gonzalez","MGMT-3637"
"Laura Gonzalez","CSCI-8306"
"Dennis Cabrera","ECON-7764"
"Dennis Cabrera","COGS-3427"
"Randy Hall","MATH-9779"
"Randy Hall","STSO-1842"
"Randy Hall","LANG-3886"
"Scott Allen","BIOL-6506"
"Ashley Bird","MATH-9199"
"Ashley Bird","PSYC-8244"
"Richard Good","MATH-3933"
"Steven Austin","LANG-9275"
"Steven Austin","ITEC-2215"
"Judy Holt","CSCI-5023"
"Judy Holt","STSO-2823"
"Judy Holt","STSO-4319"
"Jasmine Bennett","PSYC-8244"
"Jasmine Bennett","ECON-4291"
"Susan Clark","MATH-4282"
"Susan Clark","CSCI-7708"
"Russell Martin","ARCH-7686"
"Russell Martin","BIOL-4289"
"Russell Martin","CSCI-7722"
"Monica Scott","PSYC-1405"
"Monica Scott","CSCI-5490"
"Jacqueline Hardy","LANG-5421"
"Edward Rodriguez","ARCH-2437"
"Edward Rodriguez","MATH-7789"
"Edward Rodriguez","ECSE-7483"
"Bradley Dennis","ITEC-6107"
"Sean Johns","ITEC-8451"
"Chad Booth","CSCI-5490"
"Chad Booth","ECSE-3306"
"Chad Booth","ECON-7841"
"April Williams","PSYC-9330"
"Mrs. Lisa Reeves","ECON-9818"
"Mrs. Lisa Reeves","LANG-4105"
"James Tate","ENGR-8234"
"Monique Buck","CSCI-8424"
"Monique Buck","CSCI-6872"
"Monique Buck","MATH-2934"
"Kristin Dyer","MATH-2624"
"Annette Newman","CSCI-2542"
"Annette Newman","STSO-3203"
"Annette Newman","ECON-1214"
"Alex Henderson","CSCI-9624"
"Tricia Lester","CSCI-9624"
"Tricia Lester","BIOL-7711"
"Tricia Lester","BIOL-9328"
"Michael Flynn","CSCI-9624"
"Michael Flynn","ECSE-8311"
"Jaime Stewart","PSYC-1360"
"Jaime Stewart","ECON-9443"
"Karen Kramer","LANG-5421"
"Karen Kramer","ENGR-8635"
"Kristin Smith","CHEM-1386"
"Kristin Smith","ECSE-4324"
"Frank Miles","STSO-5464"
"Frank Miles","COGS-5133"
"Anna Ruiz","STSO-3494"
"Karen Edwards","MGMT-6609"
"Donna Johnson","ENGR-3462"
"Donna Johnson","BIOL-9328"
"Adriana Conner MD","CSCI-1601"
"Adriana Conner MD","COGS-6330"
"Michelle Hicks","ARCH-8097"
"Angela Bowman","BIOL-7645"
"Angela Bowman","ARCH-9150"
"Michael Gallagher","COGS-6330"
"Michael Gallagher","PSYC-5254"
"Lacey West","CHEM-8608"
"Lacey West","LANG-3989"
"Lacey West","LANG-1270"
"William Mcdonald","ECON-6876"
"Erin Bryant","BIOL-7732"
"Ashley Stephenson","STSO-5144"
"Ashley Stephenson","MATH-8932"
"Daniel Walls","CHEM-9352"
"Melissa Russell","STSO-9202"
"Melissa Russell","CSCI-3633"
"Tommy Sawyer","ITEC-2883"
"Tommy Sawyer","ECSE-4571"
"Tommy Sawyer","CHEM-2566"
"Caleb Marquez","LANG-9830"
"Caleb Marquez","STSO-8203"
"Jonathan Foster","STSO-8269"
"Deborah Williams","MGMT-2898"
"Deborah Williams","ENGR-3899"
"Dr. Michael Collins","ENGR-7308"
"Dr. Michael Collins","CSCI-9200"
"Dr. Michael Collins","ECSE-4571"
"April Burns","MGMT-9350"
"April Burns","STSO-4319"
"Wendy Riddle","PSYC-1612"
"Wendy Riddle","ECON-9573"
"Wendy Riddle","ECON-5530"
"Stacy Johnson","LANG-1038"
"Dr. Lauren Hendricks","MGMT-2368"
"Sarah Stevens","CSCI-6658"
"Sarah Stevens","LANG-8456"
"Gary Ball","CSCI-9200"
"Gary Ball","COGS-7911"
"Gary Ball","ARCH-3338"
"Jamie Carter","ECON-3139"
"Jamie Carter","ITEC-2018"
"Adrian Khan","ENGR-8711"
"Ryan Ramos","MGMT-3727"
"Ryan Ramos","MATH-4282"
"Ashley Boyd","MGMT-9350"
"Anne Harris","MATH-5394"
"Randy Peters","ECSE-9548"
"Randy Peters","MATH-9843"
"Randy Peters","ECON-9573"
"Madison Dominguez","BIOL-7088"
"Madison Dominguez","LANG-2464"
"Madison Dominguez","CSCI-9513"
"Joshua Bradley","ENGR-9278"
"Joshua Bradley","ENGR-8578"
"Joshua Bradley","LANG-7040"
"George Kane","CSCI-5490"
"Crystal Blair","ECSE-6690"
"Pamela Knight","CHEM-9352"
"Pamela Knight","ARCH-5996"
"Pamela Knight","STSO-3508"
"Steven Mitchell","CHEM-2821"
"Dr. Cheryl Dorsey","STSO-8036"
"Dr. Cheryl Dorsey","LANG-6380"
"Dr. Cheryl Dorsey","BIOL-3506"
"Kenneth Mcdonald","BIOL-9328"
"Craig Walter","ECSE-3554"
"Matthew Miller","STSO-5001"
"Matthew Miller","MGMT-2898"
"Matthew Miller","STSO-3144"
"Carolyn Casey","BIOL-2248"
"Carolyn Casey","ITEC-7960"
"Carolyn Casey","CSCI-6607"
"Melanie Myers","CHEM-2562"
"Melanie Myers","ECSE-4571"
"Melanie Myers","MATH-5331"
"Cynthia Perez","ITEC-9116"
"Cynthia Perez","CSCI-8424"
"Cynthia Perez","ENGR-9278"
"Andrew Gutierrez","ARCH-5943"
"Kimberly Garrison","CHEM-4904"
"Kimberly Garrison","ITEC-1345"
"Ruth Adams","ECON-4118"
"Ruth Adams","COGS-7706"
"Ruth Adams","ARCH-8843"
"James Moore","ECON-1777"
"James Moore","ARCH-8221"
"Michael Nunez","LANG-7417"
"Michael Nunez","BIOL-9328"
"Roy Smith","LANG-1283"
"Roy Smith","ITEC-4946"
"Roy Smith","ITEC-4931"
"James Hansen","ECON-5604"
"James Hansen","COGS-3427"
"James Hansen","CSCI-1405"
"Tiffany Lang","CHEM-1963"
"Tiffany Lang","COGS-6212"
"Kimberly Jones","ARCH-9302"
"Kimberly Jones","CHEM-2821"
"Kimberly Jones","ENGR-3478"
"Dr. Calvin Cobb DVM","ITEC-2215"
"Dr. Calvin Cobb DVM","ITEC-8608"
"Dr. Calvin Cobb DVM","MATH-4277"
"Hayden Wilson","ARCH-8843"
"Nicole Schroeder","COGS-8009"
"Paul Pratt","PSYC-9955"
"Paul Pratt","COGS-5133"
"Paul Pratt","ECON-1471"
"Melissa Ware","ARCH-7369"
"Melissa Ware","STSO-5789"
"David Holmes","MGMT-7673"
"David Holmes","ECSE-1512"
"Ethan Walker","ECSE-9186"
"Dalton Oneill","COGS-5132"
"Dalton Oneill","ITEC-1345"
"Dalton Oneill","BIOL-3377"
"Sandra Riddle","COGS-6330"
"David Ray","BIOL-4011"
"David Ray","BIOL-4289"
"David Ray","BIOL-7732"
"Emily Bass","LANG-1278"
"Valerie Kent DDS","ENGR-8578"
"Valerie Kent DDS","MGMT-6085"
"Valerie Kent DDS","MGMT-5643"
"Jeffrey Miles","ECON-1471"
"Steven Huff","ECON-5803"
"Steven Huff","CHEM-4267"
"Brandon Marquez","CHEM-2959"
"Brandon Marquez","LANG-8456"
"Jennifer Hopkins","ITEC-6470"
"Jennifer Hopkins","BIOL-7732"
"Jessica Haynes","ITEC-3263"
"Christina Bird","ECON-5413"
"Christina Bird","ECON-8673"
"Christina Bird","ENGR-2938"
"Lisa Stephens","COGS-4318"
"Shannon Mendez","ARCH-7841"
"Shannon Mendez","ITEC-6848"
"Shannon Mendez","CHEM-4549"
"James Manning","ECON-5530"
"James Manning","ECSE-9097"
"Angel Roberts","ARCH-5943"
"Angel Roberts","ECSE-3554"
"Angel Roberts","ECSE-1571"
"Patty Swanson","ECON-1777"
"Patty Swanson","BIOL-8223"
"Donna Houston","MGMT-3535"
"Donna Houston","MATH-8752"
"Ann Williamson DVM","ARCH-4612"
"Ann Williamson DVM","BIOL-4867"
"Sarah Oneal","ARCH-2486"
"Sarah Oneal","ENGR-8669"
"Sarah Oneal","CSCI-6607"
"Joshua Franco","ITEC-4772"
"Joshua Franco","COGS-2555"
"Jared Gonzalez","MGMT-8758"
"Jared Gonzalez","COGS-2047"
"Paul Silva","CSCI-8424"
"Paul Silva","COGS-6893"
"Paul Silva","COGS-3625"
"Kristin Mcguire","MGMT-6085"
"Kristin Mcguire","LANG-6380"
"Kristin Mcguire","ENGR-3618"
"Dylan Hall","MGMT-6033"
"Dylan Hall","STSO-4319"
"Dylan Hall","BIOL-6506"
"Brian Pugh","ITEC-5084"
"Brian Pugh","ITEC-8792"
"Brian Pugh","PSYC-1318"
"Veronica Barry","LANG-4105"
"Veronica Barry","MGMT-8047"
"Olivia Wallace","BIOL-6076"
"Olivia Wallace","ENGR-8578"
"Olivia Wallace","MGMT-8758"
"Joel Harris","CSCI-9513"
"Joel Harris","MGMT-8778"
"Robin Lee","MATH-9474"
"Robin Lee","ECON-5803"
"Robin Lee","ITEC-3472"
"Melinda Vazquez","CHEM-2566"
"Cory Murphy","PSYC-7868"
"Cory Murphy","ITEC-1345"
"Gina Alvarez","ECON-8673"
"Gina Alvarez","ARCH-8843"
"Jeff Wade","CHEM-2959"
"Jeff Wade","COGS-9661"
"Jeff Wade","CSCI-1704"
"Alice Garcia","MATH-9858"
"Alice Garcia","ARCH-8432"
"Yolanda Moreno","ARCH-5943"
"Yolanda Moreno","ECON-5839"
"Yolanda Moreno","ECON-2010"
"Steven Faulkner","STSO-6966"
"Elizabeth Taylor","STSO-6137"
"Elizabeth Taylor","ITEC-2883"
"Elizabeth Taylor","BIOL-9423"
"Dr. Jesse Murphy","CHEM-4263"
"Mary Scott","ARCH-2437"
"Mary Scott","CHEM-4549"
"Mary Scott","PSYC-1471"
"Dylan Medina","ARCH-1513"
"Dylan Medina","ECSE-3674"
"Willie Wright","ENGR-7308"
"Willie Wright","CSCI-5023"
"Willie Wright","ARCH-3204"
"Jacob Kim","BIOL-5252"
"Jacob Kim","LANG-1038"
"Jacob Kim","MGMT-4520"
"Ryan Simmons","ECON-6876"
"Jeremy Fowler","ECSE-5032"
"Jeremy Fowler","COGS-2457"
"Jeremy Fowler","ENGR-8669"
"Adam Rodriguez","STSO-7761"
"Adam Rodriguez","ARCH-8097"
"Maria Martin","COGS-5132"
"Maria Martin","CHEM-1999"
"Maria Martin","LANG-6380"
"Monique Moyer","ARCH-8432"
"Joel Beltran","MATH-8079"
"Joel Beltran","CHEM-8673"
"Amanda Haynes","PSYC-2692"
"Amanda Haynes","STSO-5522"
"Amanda Haynes","ECON-9767"
"Justin Castro","CSCI-4158"
"Kimberly Ball","ECSE-5032"
"Amber Wright","ITEC-9478"
"Amber Wright","BIOL-6426"
"Amber Wright","CSCI-9200"
"Lawrence Stein","MGMT-3029"
"Lawrence Stein","ARCH-3804"
"Lawrence Stein","LANG-4384"
"Megan Richardson","ARCH-9150"
"Megan Richardson","STSO-2475"
"Megan Richardson","ARCH-2464"
"James Bailey","PSYC-6453"
"Clifford Long","MGMT-9704"
"Willie Hodge","CSCI-5023"
"Willie Hodge","PSYC-8075"
"Jonathan Campos","COGS-2623"
"Jonathan Campos","ECON-7841"
"Jonathan Campos","STSO-3850"
"Leah Davis","ECSE-4571"
"Charlotte Hogan","CSCI-5085"
"Charlotte Hogan","ECON-4291"
"Charlotte Hogan","MATH-5879"
"Matthew Murphy","ARCH-4612"
"Timothy Cooper","COGS-1543"
"Timothy Cooper","LANG-4105"
"Timothy Cooper","LANG-5421"
"Chelsea Adams","ITEC-3099"
"Chelsea Adams","PSYC-1505"
"Deanna Smith","COGS-8009"
"Melinda Horn","COGS-3077"
"Terry Wolfe","MGMT-9901"
"Terry Wolfe","ITEC-2883"
"Terry Wolfe","ECON-8673"
"Robert Mueller","COGS-2555"
"Courtney West","LANG-3109"
"Courtney West","ITEC-5042"
"Adrian Lane","CHEM-2566"
"Sheryl Benitez","CHEM-4030"
"Sheryl Benitez","BIOL-9858"
"Brittany Marquez","PSYC-6966"
"Brittany Marquez","BIOL-1503"
"Brittany Marquez","BIOL-5098"
"Tina Monroe","CHEM-8845"
"Tina Monroe","COGS-7500"
"Tina Monroe","ITEC-4946"
"Peter Gilmore","ARCH-7453"
"Tracy Bennett","ECON-8869"
"Tracy Bennett","ITEC-8660"
"Tracy Bennett","PSYC-5254"
"Patrick Schultz","CSCI-1704"
"Patrick Schultz","ENGR-4550"
"Michael Taylor","CHEM-4309"
"Patricia Eaton","CHEM-3665"
"Patricia Eaton","ENGR-4269"
"Patricia Eaton","MGMT-4733"
"Wayne Harper","LANG-5818"
"Thomas Young","CHEM-3665"
"Thomas Young","ENGR-8838"
"Charlotte Gonzales","COGS-4318"
"Debra Peters","ARCH-8568"
"Debra Peters","PSYC-7620"
"Erica Flores","BIOL-9270"
"Erica Flores","ARCH-3338"
"Erica Flores","ECON-5839"
"Christina Harrell","PSYC-5254"
"Christina Harrell","ARCH-1513"
"Christina Harrell","ECSE-8311"
"Eric Bruce","ECSE-3554"
"Eric Bruce","ARCH-6185"
"Eric Bruce","ENGR-6942"
"Timothy Roberts","MGMT-4800"
"Mikayla Robinson","BIOL-4692"
"Mikayla Robinson","ECSE-1571"
"Nicole Williamson","LANG-8456"
"Nicole Williamson","MATH-8932"
"Rachel Oliver DVM","MGMT-9704"
"Christopher Anderson","CHEM-1963"
"Christopher Anderson","CHEM-2821"
"Christopher Anderson","CSCI-7708"
"Dustin Richardson","CHEM-6923"
"Dustin Richardson","COGS-3427"
"Dustin Richardson","CSCI-9318"
"Marc Foster","PSYC-1499"
"Tiffany Stevens","ECSE-8065"
"Tiffany Stevens","LANG-2714"
"Logan Case","ARCH-2437"
"Lori Suarez","CHEM-2821"
"Katherine Lane","BIOL-1380"
"Katherine Lane","ENGR-7382"
"Amanda Crawford","MATH-4277"
"Randy Nielsen","COGS-3077"
"James Jones PhD","ECON-1214"
"James Jones PhD","ARCH-4981"
"Thomas Nash","MATH-6667"
"Thomas Nash","CSCI-9644"
"Dr. Christopher Bradley","COGS-7500"
"John Phillips","ECSE-9557"
"Alexandria Powers","ARCH-8221"
"Alexandria Powers","CSCI-1405"
"Alexandria Powers","PSYC-1340"
"Greg Travis","BIOL-4316"
"Greg Travis","ITEC-5084"
"Taylor Mathis","ECON-9443"
"Luis Cook","ITEC-3084"
"Luis Cook","STSO-7793"
"Luis Cook","CHEM-5387"
"Crystal Ashley","STSO-2610"
"Peter Walters","CSCI-5023"
"Peter Walters","CHEM-8938"
"Peter Walters","ECSE-2712"
"Corey Melton","PSYC-9955"
"Corey Melton","LANG-9830"
"Corey Melton","BIOL-7732"
"Jean Rodriguez","ECSE-7363"
"Jean Rodriguez","ENGR-7382"
"Jesse Torres","STSO-5522"
"Carol Williams","MATH-5704"
"Carol Williams","ECON-7841"
"Justin Reese","CSCI-8306"
"Justin Reese","ITEC-6848"
"Diane Walton","LANG-9830"
"Diane Walton","COGS-6575"
"Diane Walton","CSCI-7757"
"Kelly Vega","MATH-7789"
"Kelly Vega","PSYC-9168"
"Lori Raymond","ITEC-5685"
"Lori Raymond","COGS-5133"
"Lori Raymond","MGMT-1558"
"Donna Ramos","STSO-7793"
"Donna Ramos","ITEC-9116"
"Cynthia Armstrong","PSYC-8244"
"Cynthia Armstrong","PSYC-1340"
"Cynthia Armstrong","STSO-4319"
"Austin Jackson","MGMT-3637"
"Austin Jackson","MGMT-5501"
"Sarah Todd","STSO-1933"
"Kevin Walker","ARCH-2464"
"Kevin Walker","ECON-1777"
"Kevin Walker","COGS-1059"
"Kyle Cunningham","MATH-8448"
"Brittany Smith","BIOL-3377"
"Brittany Smith","CSCI-5490"
"Alyssa Nguyen","MGMT-6085"
"Alyssa Nguyen","ECSE-3674"
"Alyssa Nguyen","CHEM-2821"
"John Casey","ENGR-9682"
"Adam Watson","LANG-8192"
"Christopher Bautista","ECON-4118"
"Yolanda Graham","STSO-7761"
"Yolanda Graham","CSCI-2861"
"Amanda Morales","ECSE-6925"
"Hannah Perry","PSYC-1471"
"Hannah Perry","PSYC-2973"
"Sydney Meadows","MGMT-8811"
"Sydney Meadows","ECON-3253"
"Sydney Meadows","STSO-7793"
"Timothy Lowe","ENGR-9178"
"Timothy Lowe","BIOL-6076"
"Timothy Lowe","PSYC-8737"
"Andrew Bright","ITEC-5912"
"Andrew Bright","ENGR-8669"
"Andrew Bright","CHEM-8673"
"Anthony Campbell","MATH-5331"
"Anthony Campbell","STSO-2475"
"Anthony Campbell","STSO-8396"
"Cody Black","CSCI-5536"
"Cody Black","ECON-9767"
"Cody Black","PSYC-5254"
"Leah Garcia","STSO-8396"
"Leah Garcia","PSYC-8737"
"Tyler Lawrence","ENGR-8578"
"Tyler Lawrence","PSYC-1471"
"Emma Conrad","ECON-9443"
"Kenneth Stephenson","LANG-3886"
"Kenneth Stephenson","PSYC-1612"
"Nicholas Byrd","ECON-4224"
"Michele Harrison","ITEC-3314"
"Michele Harrison","ENGR-6537"
"Martin Wilson","BIOL-9270"
"Martin Wilson","ECSE-1864"
"Martin Wilson","STSO-5789"
"Elizabeth Chase","BIOL-4411"
"Elizabeth Chase","ARCH-8147"
"Elizabeth Chase","COGS-3037"
"Rachel Acosta","MATH-9474"
"Stephanie Mckinney","BIOL-9270"
"Stephanie Mckinney","ENGR-9682"
"Robert Contreras","ITEC-3358"
"Robert Contreras","CSCI-1405"
"Robert Contreras","ECSE-2185"
"Christopher Bennett","BIOL-1503"
"Christopher Bennett","MATH-5394"
"Christopher Bennett","STSO-8384"
"William Bentley","COGS-4318"
"Hannah Foley","ARCH-9150"
"Hannah Foley","MGMT-1558"
"Hannah Foley","ECSE-9548"
"Marc Roach","ENGR-4384"
"Marc Roach","BIOL-7711"
"Kaylee Martinez","PSYC-9315"
"Kaylee Martinez","STSO-8036"
"Kaylee Martinez","STSO-2823"
"Kimberly White","LANG-2358"
"Sarah Bryan","ECSE-8065"
"Sarah Bryan","MATH-4023"
"Sarah Bryan","MATH-5669"
"Angela Collins","ITEC-2215"
"Angela Collins","COGS-2555"
"Kimberly Lynch","LANG-5999"
"Kimberly Lynch","COGS-9903"
"Tiffany Drake","CSCI-6288"
"Jeffrey Howard","ENGR-6735"
"Brianna Strickland","LANG-5798"
"Brianna Strickland","STSO-2266"
"Brianna Strickland","MATH-6667"
"Timothy Kelley","ECON-7628"
"Timothy Kelley","BIOL-3506"
"Timothy Kelley","STSO-8036"
"Tina Phillips","ARCH-7453"
"Tina Phillips","LANG-3131"
"Tina Phillips","CSCI-8424"
"Rachel Combs","MGMT-8224"
"Lisa Clark","ECSE-9097"
"Lisa Clark","MGMT-2128"
"Cynthia Huang","MATH-5379"
"Jeffrey Best","PSYC-2251"
"Travis Diaz","ARCH-2486"
"Travis Diaz","LANG-3989"
"Travis Diaz","ARCH-9962"
"Tyler Brown","ITEC-6358"
"Tyler Brown","BIOL-9328"
"Alexis Schultz","ARCH-7834"
"Alexis Schultz","ECSE-8065"
"Anthony Lester","ECON-1777"
"Anthony Lester","ECSE-3554"
"Laura Parrish","ECSE-6690"
"Laura Parrish","LANG-2754"
"Laura Parrish","PSYC-4304"
"Julia White","ECSE-7483"
"Julia White","ECSE-5032"
"Julia White","BIOL-1503"
"Mrs. Renee Mcbride","ECON-5604"
"Mrs. Renee Mcbride","ECSE-9186"
"Mrs. Renee Mcbride","ECSE-1491"
"Connor Ruiz","COGS-8857"
"Connor Ruiz","ECSE-4324"
"Connor Ruiz","CSCI-1629"
"Morgan Decker","PSYC-1505"
"Morgan Decker","MATH-5879"
"Christian Hill","CHEM-8673"
"Gregory Ortiz","MGMT-2422"
"Gregory Ortiz","ECON-9573"
"Terry Adams","COGS-7514"
"Terry Adams","BIOL-4667"
"Steven Cardenas","BIOL-9107"
"Steven Cardenas","CSCI-5490"
"Steven Cardenas","COGS-8009"
"Erik Sanchez","ENGR-9476"
"Erik Sanchez","CSCI-6872"
"Erik Sanchez","ARCH-7668"
"Terry Garcia","MGMT-2422"
"Terry Garcia","COGS-6893"
"Terry Garcia","MATH-3894"
"Megan Davidson","MGMT-8778"
"Megan Davidson","LANG-1283"
"Lindsay Dyer","CHEM-8339"
"Christina Diaz","ARCH-9150"
"Christina Diaz","ARCH-7369"
"Nicole Hamilton","BIOL-8223"
"Nicole Hamilton","ECON-1298"
"Nicole Hamilton","ITEC-3263"
"Chad Sosa","LANG-3989"
"Larry Parker","ECON-1777"
"Larry Parker","PSYC-4159"
"Larry Parker","MATH-5669"
"Wanda Smith","ARCH-5996"
"Wanda Smith","LANG-1270"
"Wanda Smith","STSO-6966"
"Eric Griffith","ECSE-1460"
"James Coleman","CHEM-8182"
"James Coleman","BIOL-4411"
"Justin Wallace","CHEM-8673"
"Justin Wallace","ITEC-8608"
"Justin Wallace","MATH-4023"
"Lance Boyd Jr.","LANG-8192"
"Lance Boyd Jr.","LANG-2714"
"Lance Boyd Jr.","CSCI-5884"
"Laura Ferguson","ECSE-9548"
"Laura Ferguson","COGS-7706"
"Angela Brown","MGMT-6085"
"Angela Brown","ECSE-2712"
"Mason Hendrix","BIOL-5328"
"Daniel Suarez","ARCH-9302"
"Daniel Suarez","PSYC-2277"
"Cathy Carter","ITEC-2018"
"Dennis Miller","ARCH-9302"
"Debra Townsend","CHEM-8608"
"Debra Townsend","PSYC-2277"
"Debra Townsend","ARCH-5996"
"Dominic Gates","COGS-3037"
"Elizabeth Ellis","CSCI-2400"
"Elizabeth Ellis","COGS-7514"
"Wendy Allison","MGMT-5766"
"Wendy Allison","ARCH-8221"
"Wendy Allison","ITEC-9478"
"Traci Franklin","BIOL-6506"
"Traci Franklin","COGS-2047"
"Traci Franklin","ARCH-7369"
"Jamie Wallace","CSCI-4158"
"Tiffany Craig","ECON-4291"
"Tiffany Craig","STSO-7793"
"Tyler Cunningham","ARCH-8848"
"Tyler Cunningham","ITEC-8608"
"Monique Gamble","MATH-8752"
"Monique Gamble","CSCI-8424"
"Monique Gamble","PSYC-2116"
"Amber Vasquez","ECON-5839"
"Amber Vasquez","BIOL-4867"
"Christopher Green","CSCI-5023"
"Christopher Green","LANG-4105"
"David Moore","LANG-9275"
"David Moore","ECSE-3554"
"Justin Hernandez","CHEM-1963"
"Justin Hernandez","BIOL-5098"
"Ronald Garrett","MATH-9199"
"Ronald Garrett","CSCI-7757"
"Christopher Crane","COGS-8857"
"Christopher Crane","BIOL-6593"
"Jason Kennedy","PSYC-2116"
"Jason Kennedy","BIOL-5043"
"Christopher Matthews","BIOL-3377"
"Christopher Matthews","CHEM-1963"
"Christopher Matthews","ARCH-9302"
"Amanda Young","ARCH-4612"
"Alexandra Wallace","ECON-2203"
"Alexandra Wallace","CSCI-1629"
"Alexandra Wallace","ENGR-4384"
"Jennifer Underwood","MATH-5331"
"Jamie Wells","BIOL-7088"
"Jamie Wells","STSO-8396"
"Jamie Wells","COGS-8857"
"Laura Nguyen","ECON-5803"
"Gail Villarreal","CSCI-1521"
"William Morgan","STSO-1842"
